artist_name,track_name,label,url
Rezzett,Extra Redundant,The Trilogy Tapes,https://rezzett.bandcamp.com/album/boshly
Dynatron,Dynatron Rework,acido,https://acido1.bandcamp.com/album/the-house-of-web-reworked-vol-1
MATADOR,My Yellow Coat,Crosstown Rebels,https://boomkat.com/products/my-yellow-coat
Sensory Productions,Deep Introspection,Running Back,https://boomkat.com/products/running-back-mastermix-front-classics-ep
Regal86,Gooey Drips,self-released,https://regal86.bandcamp.com/album/street-customs
DJ Gregory,Traffic (Bok's Dub),self-released,https://bokbok.bandcamp.com/album/hardbody-dubs-vol-2
Inaf,I Betcha,Moondance Records,https://moondancerecords.bandcamp.com/album/omegaritam-vol-3-omegaritam-records-or003
Anunaku,Andromeda,AD 93,https://boomkat.com/products/andromeda-boreale
Beta Librae,Megafauna, Incienso,https://inciensorecs.bandcamp.com/album/daystar
Sage Introspekt ,Walk & Serve, T4T LUV NRG,https://sageintrospekt.bandcamp.com/album/temptation-ep
Buttechno,disko June,Incienso,https://boomkat.com/products/minimal-cuts-ii
Nicola Cruz,Acelera,Tratratrax,https://tratratrax.com/album/no-pare-sigue-sigue
Nabihah Iqbal,Gentle Heart,Ninja Tune,Nabihah Iqbal - Gentle Heart
Sister Zo,The Fool,All Centre,https://sisterzo.bandcamp.com/album/arcana
coffintexts,Activo,Clasico,https://boomkat.com/products/touch-8ef0d206-163f-4dd5-a251-1ab9d3a92f48
Terrain,Choices,Delsin Records,https://delsinrecords.bandcamp.com/album/mantis-08
Jossy Mitsu,World's End,Astral Black,https://astralblack.bandcamp.com/album/planet-j-ii
MoMA Ready,Faith In Us,self-released,https://momaready.bandcamp.com/album/faith-in-us?from=search&search_item_id=1058011464&search_item_type=a&search_match_part=%3F&search_page_id=2606522343&search_page_no=0&search_rank=1&logged_in_menubar=true
Egotot,Under Pressure,SEKS Tapes,https://seks-tapes.bandcamp.com/album/egotot-under-pressure-seks02
bergsonist,Prospect,self-released,https://bergsonist.bandcamp.com/album/52b483
Scratcha Dva & Menzi,Nasty Nasty Nasty,Hakuna Kulala,https://boomkat.com/products/scratcha-dva-menzi-beyond-gqom-grime
D3U5E,Dust Particle,Sneaker Social Club,https://sneakersocialclub.bandcamp.com/album/odyssey
December,Broken Core,Tresor,https://tresorberlin.bandcamp.com/album/transform-part-1-what-remains-of-us
Kamoun,Baraka,Sketchy Lines Records,https://sketchylinesrecords.bandcamp.com/album/multi-ep
Dj Babatr,Chu-Me-Enga,ACA,https://djbabatr.bandcamp.com/album/the-tribe-baila-ep
badsista,JOGOU DE BEAT,self-released,https://badsista.bandcamp.com/album/carnaval-clubber
Lisene,Déjà Voodoo,Craigie Knowes,https://craigieknowes.com/track/d-j-voodoo?from=search&search_item_id=197878686&search_item_type=t&search_match_part=%3F&search_page_id=2606595831&search_page_no=0&search_rank=1&logged_in_menubar=true
Nicolò,Flateggs, Baroque Sunburst,https://baroquesunburst.bandcamp.com/album/adapting-to-a-different-system-not-using-technology
DJ SWISHA,CRAZY IF TRUE,self-released,https://djswisha.bandcamp.com/album/crazy-if-true?from=search&search_item_id=2007978354&search_item_type=a&search_match_part=%3F&search_page_id=2606532437&search_page_no=0&search_rank=1&logged_in_menubar=true
Stojche,Granada,SYNCROPHONE,https://syncrophone.bandcamp.com/album/syncro39-granada-incl-convextion-remix
DJ DEEON,FORGIVEN,self-released,https://djdeeon1.bandcamp.com/album/glasgow-to-moscow-dj-d33on
Avernian,Power Stance (Original),Lurch,https://lurchuk.bandcamp.com/album/scattered-answers
Will Hofbauer,Hiccups,Wisdom Teeth, https://boomkat.com/products/the-shovel-is-a-shovel-was-a-shovel
Perko,Prang feat. Huerco S.,Numbers,https://boomkat.com/products/prang-feat-huerco-s
Cport Cistema,03-29,100% Silk,https://boomkat.com/products/say-it-c431b92a-5395-4039-ac49-83988822af17
U-A-V,Drum Fortress,Roadklill UK,https://bleep.com/release/371426-u-a-v-roadkill-presents-006
