artist_name,track_name,label,url
DJ Python,Angel,Incienso,https://djpythonnyc.bandcamp.com/album/club-sentimientos-vol-2
MYLEDO,STRANGE TIMES,Outhouse Sounds,https://outhousesounds.bandcamp.com/album/myledo-strange-times-ep-ohs011
Leonce,Ventriloquist,Self-released,https://leonce.xyz/album/ventriloquist-sex-siren
Soichi Terada,Double Spire,Rush Hour,https://soichiterada.bandcamp.com/album/asakusa-light
Risque III,Essence Of A Dream,Dark Entries,https://risque-iii.bandcamp.com/album/essence-of-a-dream
Ed Hodge,Hot Point,Dansu Discs,https://dansudiscsuk.bandcamp.com/album/virtual-resistance-ep
Bored Lord,All The Way,Self-released,https://boredlord.bandcamp.com/album/dimension
Aleksi Perälä,FI3AC2261100,CYCLES 2 月,https://aleksiperala.bandcamp.com/album/cycles-2
Joy Orbison,sparko (w/ herron), XL Recordings,https://tossportal.bandcamp.com/album/still-slipping-vol-1
Royal-T,1Up,No Hats No Hoods,https://nohatsnohoods.bandcamp.com/album/1up-or-shatap-ep
DJ ADHD,PULSE X REFIX,Self-released,https://djadhd.bandcamp.com/track/pulse-x-refix
The Bug,Pressure (feat. Flowdan),Ninja Tune,https://thebugmusic.bandcamp.com/album/fire-2
Scratchclart,Yardman [Feat. Trim],DRMTRK,https://scratchadva.bandcamp.com/album/drmtrk-lp-x
Matt Finnegan,Clap Back,Grief Into Rage,https://griefintorage.bandcamp.com/album/grief-into-rage-a-compilation-for-beirut
Galcher Lustwerk,Bansby,Self-released,https://galcherlustwerk.bandcamp.com/album/bansby
MoMA Ready,Keep It 100 (Slip Mix),Self-released,https://momaready.bandcamp.com/album/keep-it-100-communicate
Lost Trax,Mind Over Matter,Delsin Records,https://losttrax.bandcamp.com/album/mind-over-matter
SPF 50,Memory Signal,Professional Music,https://professionalmusic.bandcamp.com/album/spf-50-sumimasen
Speedy J,Something For Your Mind,+8,https://speedyj.bandcamp.com/album/something-for-your-mind-the-remixes
Max Casebolt,INOu,Banoffee Pies,https://banoffeepiesrecords.bandcamp.com/album/disc-service-01
Yosh,And I Start Rocking,Dansu Discs,https://dansudiscsuk.bandcamp.com/track/and-i-start-rocking
Sam Alfred,Surface,Spinning Aroud,https://spinningaround.bandcamp.com/album/spinning-around-2021-alumni-va-compilation
Beneath,High Five,Livity Sound,https://livitysound.bandcamp.com/album/numbers-talk-ep
bergsonist,TOXIC MATERIALISM,Self-released,https://bergsonist.bandcamp.com/releases
Hodge & Simo Cell,Medusa,Livity Sound,https://hodgebristol.bandcamp.com/album/drums-from-the-west-ep
drexell,PIK up Back up,Self Released,https://drexell.bandcamp.com/track/pik-up-back-up
Air Max '97,Eat The Rich,Timedance,https://airmax97.bandcamp.com/album/psyllium-eat-the-rich
Pangaea,Razz,HADAL,https://pangaeauk.bandcamp.com/album/viaduct-ep
Blawan,Fram,Hessle Audio,https://music.hessleaudio.com/album/fram-iddy
Peverelist,Fundamentals,Hessle Audio,https://peverelist.bandcamp.com/track/fundamentals
Loraine James,LorRaine James,Self-released,https://lorainejames.bandcamp.com/
