artist_name,track_name,label,url
Kaidi Tatham,All I Need,First Word Records,https://kaiditatham.bandcamp.com/album/dont-rush-the-process
Shy One,Scorpio Sun,Eglo Records,https://shyone.bandcamp.com/album/from-the-floor-to-the-booth
VA,Square Sun,LAN,https://lansonor.bandcamp.com/album/lan015-2-1
Jitwam,Hey Papi,roya,https://jitwam.bandcamp.com/album/third
Slim Papi,Rod Serling,Chateau Picard,https://slimpapicoolchillin.bandcamp.com/album/ch-teauneuf-du-papi-vol-2
SINES,Say Nothing Riddim,SINES,https://sinesofthefuture.bandcamp.com/album/amor002-sines-all-things-heal
Salamanda,Hard Luck Story,Human Pitch,https://boomkat.com/products/ashbalkum
Salamanda,Rumble Bumble,Human Pitch,https://boomkat.com/products/ashbalkum
The Maghreban,Celebratory Relapse (ft Idris Rahman), Zoot Records,https://maghreban.bandcamp.com/album/connection
Rat Heart,A Poem 4 The Modern Day DJ/Private School Online Activist,Shotta Tapes,https://shottatapes.bandcamp.com/album/rat-heart-ratty-rids-the-clubs-from-the-evil-curse-of-the-private-school-djs
The Pro-Teens,Curls,College Of Knowledge Records,https://thepro-teens.bandcamp.com/album/doomsday-curls
The Movers,Gig Soul Party,Analog Africa,https://boomkat.com/products/the-movers-vol-1-1970-1976
Lady Ann,Freeze,Rhythm Discs!,https://rhythmdiscs.bandcamp.com/album/freeze-tim-reaper-remix
WIZE,maybe,self-released,https://wizetheproducer.bandcamp.com/album/delightz-ep
Franco Franco,Cry4me (Original Mix),do you have peace?,https://doyouhavepeace.bandcamp.com/album/solo-fiori
Jack J,The Only Way,Mood Hut,https://jackj.bandcamp.com/album/opening-the-door
Tony Price,PRISM,L.I.E.S,https://liesrecords.bandcamp.com/album/ibm-contra
Ginno Russo,Balance (Pépe's Tip-Toed Out Of Stasis Mix),Modern Obscure Music,https://modernobscuremusic.bandcamp.com/album/rising-incl-kelman-duran-p-pe-remixes
Dauwd,SpaceSamba,Psssh Records,https://psssh.bandcamp.com/album/psssh-002
Cravo,Funana,HAYES,https://hayescollective.bandcamp.com/album/hits
TOASTY,The Knowledge (Untold Remix),Hot Flush,https://toasty.bandcamp.com/album/the-knowledge
INVT,AZOTE,INVT,https://invt.bandcamp.com/album/ritmo-caliente
Ignition Technician,Internal Affairs,Punish Records,https://punish-records.bandcamp.com/track/internal-affairs
LT,Disc Trail,X-Kalay,https://xkalay.com/album/disc-trail
Maara,Take the Wheel Miss Sweetie,X-Kalay,https://xkalay.com/album/spiral-2-the-other-side
El-B,Midnight,GD4YA,https://gd4ya.bandcamp.com/track/midnight
Andrés,Sunday Kinda Love,MOTORCITY WINE DETROIT,https://andres.bandcamp.com/album/mcwr012-sunday-kinda-love
Escaflowne,Roland jam,self-released,https://escaflowne.bandcamp.com/track/roland-jam
Kyle Hall,Turquoise Wave,Forget The Clock,https://kylehall.bandcamp.com/album/good-hado-ep
Bok Bok,Ouais,Night Slugs,https://bokbok.bandcamp.com/album/ouais
DR MYSTERY,Basquiat (Original Mix),Left, Right & Centre,https://drmysteryy.bandcamp.com/album/basquiat-ep-lrc007
Charlotte Adigéry & Bolis Pupul,Ceci n'est pas un cliché,DEEWEE,https://charlotteandbolis.bandcamp.com/track/ceci-nest-pas-un-clich
Breaka,Ama Waltz (U Make Me High),Breaka Recordings,https://breakamusic.bandcamp.com/album/breaka-005
Kaval,Río Grande,self-released,https://ruffkaval.bandcamp.com/album/d-lices-du-midi-ddm-7
The Movers,Ku-Ku-Chi,Analog Africa,https://boomkat.com/products/the-movers-vol-1-1970-1976
KARLITA,Moving 5th,LAN,https://lansonor.bandcamp.com/album/lan017-from-5-to-7
GRRL & Made Of Oak,Inertia,Psychic Hotline,https://psychichotline.bandcamp.com/track/inertia-2
Coby Sey,Onus,AD93,https://cobysey.bandcamp.com/album/conduit
