artist,track_name,label,url
Roger 23,Day 1,ILIAN TAPE,https://iliantape.bandcamp.com/album/itx08-extended-play
pmxper,Stitch,Smalltown Supersound,https://perilazone.bandcamp.com/album/pmxper
NA,Touch it x MM Cellar,Fade To Mind,https://soundcloud.com/na_nguzu/touch-it-x-mm-cellar
TSVI,Labyrinth,Nervous Horizon,https://nervoushorizon.bandcamp.com/album/nh-v-a-vol-3
Patrick Cowley,Leather Bound,Dark Entries,https://patrickcowley.bandcamp.com/album/afternooners
Galcher Lustwerk,Warm Cake,Lustwerk,https://lustwerkmusic.bandcamp.com/album/200-galcher
Tonto,Rust,Cong Burn,https://congburn.bandcamp.com/album/cong-burn-06
Deena Abdelwahed,Klabb V2,InFiné,https://deenabdelwahed.bandcamp.com/album/klabb
Beatrice Dillon,Workaround Two,PAN,https://beatricedillon.bandcamp.com/album/workaround
Robert Hood,The Core,Tresor,https://tresorberlin.bandcamp.com/album/internal-empire
Regal86,XL,Self-released,https://regal86.bandcamp.com/album/pro-club-xl
Fiedel,Grunewald2,Ostgut Ton,https://ostgut.bandcamp.com/album/ostgut-ton-various
DJ Sotofett,So-Phat Riddimix Is Junglized,Hotline,https://www.discogs.com/master/1808846-Rachael-6-DJ-Sotofett-Okada-So-Phat-Riddimix-Is-Junglized-
Pursuit Grooves,Pressure,Self-released,https://pursuitgrooves.bandcamp.com/album/fox-trot-mannerisms
Ben Hauke & Brother Portrait,UNIVERZ,Touching Bass,https://benhauke.bandcamp.com/album/club-cute
DJ Fett Burger & Jayda G,VV (Sleep D Rainforest Version),Butter Sessions,https://sleep-d.bandcamp.com/album/velvet-vortex-bsr004
Pangaea,Majestic 12,Hessle Audio,https://pangaeauk.bandcamp.com/album/release
Umfang,Complete Your Collection,SOS Music,https://sistersofsound.bandcamp.com/album/sos-music-volume-1
Lennie De Ice,We Are IE,Hooj Choons,https://hoojchoons.bandcamp.com/album/we-are-i-e-1
Kush Jones,DRUM&BREAK,Self-released,https://www.youtube.com/watch?v=dTMKZ9YG-j0
LCY,L,SZNS7N,https://szns7n.bandcamp.com/album/lcy
Nick León,Grillo,NAAFI,https://nicknoexit.bandcamp.com/album/aguacero
INSTINCT,Steppa,INSTINCT,https://instinctrecs.bandcamp.com/album/instinct-08
Anz,Unravel In The Designated Zone,OTMI,https://anzdj.bandcamp.com/album/otmi001
George Fitzgerald,Every Inch,Hypercolour,https://hypercolour-records.bandcamp.com/album/needs-you-feat-deetron-remix
MMM,Rio,MMM,https://mmmberlin.bandcamp.com/album/dex-rio
The People In Fog,Holy Spirit,Sound Of Vast,https://soundofvast.bandcamp.com/album/1977
Shanti Celeste & Hodge,Whispers (Rave Mix),Peach Discs,https://peachdiscs.bandcamp.com/album/shanti-celeste-hodge-bounce-ep
Lone,Sleepwalkers,R&S,https://lone.bandcamp.com/album/levitate
Peder Mannerfelt,Cry To Your Soul,Hinge Finger,https://www.discogs.com/release/9151003-Peder-Mannerfelt-Black-Holes-Or-How-We-Lost-Solidarity-
Miss Red,Dagga (Dub),Pressure,https://pressurerecords.bandcamp.com/album/k-o-dubplates
Ciel,Chug of Passion,Parallel Minds,https://weareparallelminds.bandcamp.com/album/pm0025
Moon B,Freshness,PPU,https://weslye.bandcamp.com/album/moon-b
