artist_name,track_name,label,url
Mosquito Farm,Everything On, SELN Recordings,https://selnrecordings.bandcamp.com/album/the-last-londoner
Count Ossie & The Mystic Revelation of Rastafari, Bongo Man, Dub Store Records,https://dubstorerecords.bandcamp.com/track/bongo-man
Yu Su,I Want an Earth, Pinchy and Friends, https://yusu.bandcamp.com/album/i-want-an-earth-2
Jana Rush,Pink Guava,MAL Recordings,https://malrecordings.bandcamp.com/album/pressure-part-ii
Zíur, If The City Burns I Will Not Run (feat Abdullah Miniawy & James Ginzburg),Hakuna Kulala,https://hakunakulala.bandcamp.com/album/eyeroll
Natural Wonder Beauty Concept,Young Adult Fiction,Mexican Summer,https://boomkat.com/products/natural-wonder-beauty-concept
Jessy Lanza,Double Time, Hyperdub, https://jessylanza.bandcamp.com/album/love-hallucination
Buttechno x Tris,Silence 2,psyx,https://psyx.bandcamp.com/album/in-your-head
Kode9,Infirmary,Fabric Originals,https://fabricoriginals.bandcamp.com/album/infirmary-unknown-summer
Bex,Ground Floor,CloudCore,https://cloudcore.bandcamp.com/album/ground-floor
Secret Night Gang, Don’t Know What Tomorrow Brings,Brownswood,https://secretnightgang.bandcamp.com/album/belongs-on-a-place-called-earth
Inner Dynasty,A4,Inner Dynasty,NA
Code Industry,Dead City,Dark Entries,https://codeindustry.bandcamp.com/album/structure
Valentina Magaletti and Zongamin,Candles (Version), AD 93, https://ad93.bandcamp.com/album/suono-assente
hoodie x james K,Ether,AD 93, https://ad93.bandcamp.com/album/065-scorpio
Mały,Dirty Need,Kingdome,https://boomkat.com/products/dirty-need
Creation Rebel,That’s More Like It,On-U Sound,https://creationrebel.bandcamp.com/album/hostile-environment
Kaidi Tatham,The Only Way,First Word Records,https://kaiditatham.bandcamp.com/album/the-only-way
Jay Dilla,Believe In God,Nature Sounds,https://naturesounds.bandcamp.com/album/jay-love-japan
Tyrone Washington,Submission,BBE,https://bbemusic.bandcamp.com/album/best-of-perception-today-records-and-7-sampler
Larry Heard,Premonition of Lost Love (Jordan & Kevin's Zanzibar Dub),Alleviated Records,https://boomkat.com/products/vault-sessions-2
Dj Slym Fas,Luv Music (Original Mix),dbh-music,https://dbh-music.bandcamp.com/track/luv-music-original-mix
Kareem Ali,Rise Up,self-released,https://kareemali19.bandcamp.com/track/rise-up
Language,Breakdown Wo! (I'm Having One) (fka boursin's Broken Megamix), Few & Far Between,https://fewandfarbetween.bandcamp.com/album/breakdown-wo-im-having-one-fka-boursins-broken-megamix
Theo Parrish And Carl Craig,Falling Up (Carl Craig 2013 Remaster),third ear recordings,https://third-ear-recordings.bandcamp.com/album/falling-up-2013-remaster
2lanes, I Remember (i-75 dubbin mix),self-released,https://2lanessoundsystems.bandcamp.com/album/i-remember-mixes
Grupo Batuque,Na Batida do Agogo (Osunlade Remix), Far Out Recrodings, https://faroutrecordings.bandcamp.com/album/brazilian-love-affair-4
BFTT,Keeplies,Worldwide Unlimited,https://boomkat.com/products/thp
Olof Dreijer,Rosa Rugosa,Hessle Audio,https://boomkat.com/products/rosa-rugosa-872ec962-259f-4061-866a-08475ae85ccb
Gerd,Fractalz,Frame Of Mind,https://frameofmindrec.bandcamp.com/album/kosmos-tour
Stinkbug,initialise,International Extraterrestrial Music,https://iem-music.bandcamp.com/track/initialise
Baby Ford,Monolense,Ifach,https://www.juno.co.uk/products/baby-ford-monolense-reissue/828752-01/
Erik & Fiedel & MMM,Jack7,MMM,https://boomkat.com/products/jack7-syncro-28b5ad64-82a0-4727-bae9-4eacfcfab8b7
Berzingue,Tomorrows,Shall Not Fade,https://berzingue.bandcamp.com/album/bauhaus-ep
