artist,track_name,label,url
Pretty Sneaky,memory theme,Marionette,https://prettysneakykoldd.bandcamp.com/album/koldd
DJ JM,Erazer,Nervous Horizon,https://djjm1.bandcamp.com/track/erazer
Caldera,Martino Fantasma,Nummer Music,https://boomkat.com/products/5d-worlds
Unknown,Untitled,Unknown,
LWS,Handover,Matrice Recordings,https://matricerecordings.bandcamp.com/album/woods-for-the-trees-handover
Head High,Push It!,Power House,https://headhighrave.bandcamp.com/track/push-it
Cali Lanauze,What's Your Damage,Rawax,https://dbh-music.bandcamp.com/album/rwxd037
Deadbeat,Mountains from Mole Hills (Acceptance II),Diggers Factory,https://blkrtz.bandcamp.com/track/mountains-from-mole-hills-acceptance-ii
Magda Rot,Alter Simus,Fabric,https://boomkat.com/products/alter-simus-ad3d4a67-8f1b-4bfa-b3e3-187cbdd43d90
Luca Lozano + Mr Ho,Join My Team (DubZ),Klasse Wrecks,https://klassewrecks.bandcamp.com/track/join-my-team-dubz-2
Vitess,Space Battle,Phonogramme,https://phonogramme.bandcamp.com/track/space-battle
Aleksi Perälä,Uk74r1512110,Clone Basement Series,https://aleksiperala.bandcamp.com/track/uk74r1512110-2
ANF & Priori & Dust-e-1,Technique,Dust World,https://dustworld.bandcamp.com/album/costly-blooms-on-the-eve-of-collapse
Regal86,Lighters (Gnx Mix),Self-released,https://regal86.bandcamp.com/album/low-riders-vol-2
Annweiler,Soft Coil,Green Fingers,https://annweiler.bandcamp.com/album/perc-mutations
Caldera,Amphibian Dance,Nummer Music,https://nummermusic.bandcamp.com/album/5d-worlds
Fonzo,Reality (ft. Ansza),Hardline,https://hardlinesounds.bandcamp.com/track/reality-ft-ansza
Sam Goku,coral crash,Self-released,https://samgoku.bandcamp.com/track/coral-crash
CONRAD PACK,turn,Lost Domain,https://boomkat.com/products/doma4
Normal Nada the Krakmaxter,Beautiful Caos,Nyege Nyege Tapes,https://boomkat.com/products/tribal-progressive-heavy-metal
Kaval,Spliff Drum,D​​​​​​​​​​​​​​​é​​​​​​​​​​​​​​​lices de Minuit,https://ruffkaval.bandcamp.com/album/d-lices-de-minuit-min001
Shanti Celeste & Hodge,Whispers (Deep Mix),Peach Discs,https://peachdiscs.bandcamp.com/album/shanti-celeste-hodge-bounce-ep
COIDO,Smokey Feet,YUKU,https://yukumusic.bandcamp.com/album/yuku-3-year-birthdizzle-compadoodle
NUMA CREW,Bun Dem Down feat. Killa P & Long Range,System Music,https://numacrew1.bandcamp.com/album/bun-dem-down
Dj Babatr X Arca,Mk3tref (Radio Edit),Self-released,https://djbabatr.bandcamp.com/album/mk3tref
DJ Jesse,Techno,Principe,https://principediscos.bandcamp.com/track/techno
Kincaid,Caphalopod,early reflex,https://earlyreflex.bandcamp.com/album/flex004
Kontronatura,BIYI (RHR DUB MIX),Mamba,https://mambarec.bandcamp.com/album/ori
Will Hofbauer,Count Me In (Davis Galvin Remix),Third Place,https://thirdplacerecords.bandcamp.com/album/found-it-where-did-all-the-hay-go-remixed
Siu Mata & Amor Satyr,Phowa,WAJANG,https://wajang.bandcamp.com/album/nechung-2
DJ bwin,Frogger,First Second,https://firstsecondlabel.bandcamp.com/album/cell-phone
CRAZED (BR),SEGUIMENTO,Self-released,https://crazedbrmusic.bandcamp.com/album/m-sicas-e-churras
Paul Johnson,Let Me Know,Chiwax,https://dbh-music.bandcamp.com/track/let-me-know
