artist_name,track_name,label,url
Peter Berkow & Friends,Sometimes My Life,NTS,https://n-t-s.bandcamp.com/album/down-out
Rat Heart,Ratboy Beat 4 Ur Girl's Big Fat Feet,Shotta Tapes,https://shottatapes.bandcamp.com/album/rat-heart-ratty-rids-the-clubs-from-the-evil-curse-of-the-private-school-djs
SOYLENT GREEN,After All,MR BONGO,https://mrbongo.bandcamp.com/album/luke-una-presents-soul-cultura
Cici,Indigenous,Me Me Me,https://mememe.bandcamp.com/album/cici-ccmmmxxix-mmm29
The Spy,Cigarette,Osàre! Editions,https://osare-editions.bandcamp.com/album/oe-014-the-spy-time-to-strike-2
Ambien Baby,101 We Love You,Delicate Records,https://itsdelicaterecords.bandcamp.com/album/taste-the-bass
Head High,Keep On Talking,Power House,https://headhighrave.bandcamp.com/album/burning
Retromigration,"Pleasure, Achim",Ravanelli Disco Club,https://retromigration.bandcamp.com/album/metro-blonde-ep
JAMAL MOSS,When Love Knows No Bounds,Modern Love,https://boomkat.com/products/thanks-4-the-tracks-u-lost-93eb5e09-774f-48fc-abba-5fb562b3f8dc
DJ Technics,It Just Won't Do,Self-released,https://djtechnics.bandcamp.com/track/it-just-wont-do
Karizma,Groove A K Ordingly (Atjazz Remix),r2 records,https://r2records.bandcamp.com/album/good-morning-e-p
DJ JM,Joke,Maloca,https://maloca.bandcamp.com/album/squash
Konduku,Gelgit,Nous'klaer Audio,https://nousklaer.bandcamp.com/album/gelgit
INVT,LUCHA,Self-released,https://invt.bandcamp.com/album/la-chamba
Turkana & Safiyahh,Underworld,Never Normal Records & ANTI-MASS,https://nevernormalrecords.bandcamp.com/album/gukuba-presented-by-anti-mass-collective-x-never-normal-soundsystem
Omni A.M.,Sick Sense,Euphoria Records,https://euphoriarecords.bandcamp.com/album/new-york-sessions
Kincaid,Sycamore,Control Freak Recordings,https://controlfreakrecordings.bandcamp.com/album/sugar-ep
Al Wootton,Mercia,TRULE,https://alwootton.bandcamp.com/album/wyre
LEE HOLMAN,Advanced Technology,Knotweed Records,https://philippepetit.bandcamp.com/album/kw047-advanced-technology
Complex,Edge Of Self-Control,Above Board Projects,https://aboveboardprojects.bandcamp.com/album/orlando-voorn-diligence-pt-1
Kush Jones,BIG STEPPER,Self-released,https://kushjones.bandcamp.com/album/6-days
Shawn Pittman,Dreams,Invisible City Editions,https://invisible-city-editions.bandcamp.com/album/dreams
Ayesha,Rezo,femme culture,https://femmeculture.bandcamp.com/album/heforshe-x-femme-culture-vol-4
Altinbas,Adda,Observer Station,https://observerstation.bandcamp.com/album/inner-space
Cocktail Party Effect,Racka,Sneaker Social Club,https://sneakersocialclub.bandcamp.com/album/snkrx010
Nick León,Xtasis Feat. DJ Babatr (Pearson Sound remix),Tratratrax,https://nicknoexit.bandcamp.com/album/xtasis
Jeroen Search,Object of Ridicule,Reclaim Your City,https://reclaimyourcity.bandcamp.com/album/enigma
Conrad Pack,Flatlining,Self-released,https://conradpack.bandcamp.com/album/stations-of-control
Maara,Forget the World,X-Kalay,https://xkalay.com/album/spiral-2-the-other-side
Mosca,Shut Everything Down,Rent,https://rent.bandcamp.com/track/shut-everything-down
Lauren Flax,606XOX,Super Rhythm Trax,https://superrhythmtrax.bandcamp.com/album/the-sweat-ep
Walton,Rush,Sneaker Social Club,https://sneakersocialclub.bandcamp.com/album/rush
Huey Mnemonic,If You Dont Know (Huey Mnemonic Refix),Self-released,https://hueymnemonic.bandcamp.com/album/reload-central
Spooky Bizzle,CAMMY RIDDIM REFIX,Self-released,https://spookybizzle.bandcamp.com/album/cammy-riddim-refix?from=hp
Calibre,Stolen Shadow,Deep Medi,https://calibre-dnb.bandcamp.com/album/stolen-shadow-dutty
