artist,track_name,label,url
Manuel Gonzales,TAPEHISSISTHIS,100 Limousines,https://mgun1.bandcamp.com/album/days-gone-by
Priori & Al Wootton,Leniency,TRULE,https://trule.bandcamp.com/track/leniency
MYK DERILL,Hard Smoke,Knotweed Records,https://philippepetit.bandcamp.com/album/kw055-hard-smoke
German F,In the Dark,Techenie,https://techenie-rec.bandcamp.com/album/underwater-rocks
SnP 500,Splean Addition,Doo,https://doo-solution.bandcamp.com/album/aleven
Donato Dozzy & Nuel,Aqua 6,Spectrum Spools,https://spectrumspools.bandcamp.com/album/the-aquaplano-sessions
faktor.ost,Negation of the new Path,insectorama,https://insectorama.bandcamp.com/album/echoes-of-the-quadrature-two
ALPI,Aquilegia,TRULE,https://trule.bandcamp.com/album/flora-resonantia
Paurro,Yico Yico,Clasico Records,https://clasicorecs.bandcamp.com/album/supercl-sico-vol-1
2Lanes - My Simulacra (JIALING's Big Club Mix),Rubadub,https://2lanessoundsystems.bandcamp.com/album/tincture-my-simulacra
Orlando Voorn,Immortal,Rhythm Cult,https://rhythmcult.bandcamp.com/album/between-the-surface-ep
Karizma,Groove A "K" Ordingly (Atjazz Remix),r2 records,https://r2records.bandcamp.com/album/good-morning-e-p
INSTINCT,Skat 02,self-released,https://instinctrecs.bandcamp.com/album/skat-02
Roska,Windbreaker Riddim,Byrd Out,https://roska.bandcamp.com/album/windbreaker-riddim-warming
Carpainter,Kernel Panic,self-released,https://carpainter.bandcamp.com/album/super-dance-tools-vol-3
Eden Burns,Super Stroke,PUBLIC POSSESSION,https://boomkat.com/products/big-beat-manifesto-vol-v
Kelela,Missed Call (KYRUH Remix),Warp,https://kelela.bandcamp.com/album/rave-n-the-remixes
LUXE,Space Shift,foundation.fm records,https://foundationfmrecords.bandcamp.com/album/bodies
Stolen Velour,Jasper,Kindergarten Records,https://boomkat.com/products/jasper-28421da7-0a0c-455e-80e8-cbeee2c35531
Ayesha,Tactilia,Kindergarten Records,https://boomkat.com/products/rhythm-is-memory
Mia Koden,10easy,Ilian Tape,https://iliantape.bandcamp.com/album/itx029-decode
Joker,S Wave,Kapsize,https://boomkat.com/products/juggernaut-s-wave
Capricorn One,Clean Up,Headset,https://boomkat.com/products/headset002
DJ Savage,Excuses,Tar Hallow,https://thtarhallow.bandcamp.com/album/traxx-2000-2002
Kelela,Let It Go (NGUZUNGUZU x DJ GAY-Z Remix),Warp,https://kelela.bandcamp.com/album/rave-n-the-remixes
Fadi Mohem,Recess,Mohem,https://fadimohem.bandcamp.com/album/mohem-03
Fibre Optixx,What Is Love (Priori Dee-Dub Remix),KANN,https://kann.bandcamp.com/album/crystalline
Near Dark,Dream Of Her,MCR Records,https://miamicommunityradio.bandcamp.com/album/mcr-presents-volume-1-compilation-v-a
ANDY STOTT,Love (Version),Mordern Love,https://boomkat.com/products/out-version-love-version
Jordy,Wonderkid (feat. JME),FLAT 10,https://music.apple.com/gb/album/snm/1727657396






