artist_name,track_name,label,url
Chabaphrai Namwai & Banyen Rakkaen チャバープライ・ナームワイ＆バーンイェン・ラーケン,Lam Phloen Songthaew Fanclub ラム・プルーン ソンテウ愛好会,EM Records,https://emrecords.bandcamp.com/album/lam-phloen-songthaew-fanclub
Rupa,Aaj Shanibar,Numero Group,https://www.roughtrade.com/gb/rupa/disco-jazz
Letta Mbulu,Sweet Juju,Be With Records,https://www.discogs.com/master/283992-Letta-Mbulu-In-The-Music-The-Village-Never-Ends
Sade,Give It Up,Epic,https://www.discogs.com/master/110941-Sade-Stronger-Than-Pride
J Rocc,Brazil (About It),Beat Junkie Sound,https://jrocc.bandcamp.com/album/funky-pres-edits
Claudia,Ossain,Mr Bongo,https://www.discogs.com/release/8228095-Claudia-Jesus-Cristo-
Homegrown Syndrome,Confrontation,Athens Of The North,https://aotns.bandcamp.com/album/confrontation
Omar S Feat. SuperCoolWicked,Evergreen,Self-released,https://omar-s.bandcamp.com/album/evergreen
Shy One,Y U So Cute?,Self-released,https://shyone.bandcamp.com/album/tender-ep
Dez / Andres,Sweetest Pain,Papaya Records,https://papayarecordsdetroit.bandcamp.com/album/dez-andres-sweetest-pain-sweetest-moaning
cktrl,mazes,Touching Bass,https://cktrl.bandcamp.com/album/zero
M1llionz,Air BnB,Ten Percent Music,https://music.apple.com/gb/album/provisional-licence/1574207848?uo=2&ct=chart
K-LONE,Deluxe,Wisdom Teeth,https://k-lone.bandcamp.com/album/zissou
Parris,Sleepless Comfort,can you feel the sun,https://parris.bandcamp.com/album/soaked-in-indigo-moonlight
Mansur Brown,Serene,Soulection,https://mansurbrown.bandcamp.com/album/tesuto
Anz,Last Before Lights,Ninja Tune,https://anzdj.bandcamp.com/album/all-hours
A. G. Cook feat. Charli XCX,Xcxoplex,PC Music,https://agcook.bandcamp.com/album/apple-vs-7g-silver-edition
Loski,Rolling Dice,Since 93,https://music.apple.com/gb/album/rolling-dice/1586355819?i=1586356038
Sir Spyro,Side By Side VIP,Tekkerz,https://sirspyro.bandcamp.com/album/tekkerz-001
DJ SWISHA & OSSX,Luvli Dae :),Self-released,https://djswisha.bandcamp.com/album/heard-u-ep
DJ Chupacabra,Lowrider,Banoffee Pies Records,https://banoffeepiesrecords.bandcamp.com/album/disc-service-01
Grain,Untitled B1,Fat Cat Records,https://grainfc.bandcamp.com/album/untitled-g3
WEN,LET ME B,South London Pressings,https://rizlateef111.bandcamp.com/album/slp-005
India Jordan,BALBY BASTARD,Big Dyke Energy / Daytimers,https://daytimers.bandcamp.com/album/big-dyke-energy-daytimers-celebrating-pride-for-the-community-by-the-community
Girl Unit,Cake Boss,Night Slugs,https://boomkat.com/products/club-rez-ep
Loefah,Midnight,Berceuse Heroique,https://loefahproductions.bandcamp.com/track/midnight
J. Albert,Only That You,Towhead Recordings,https://towheadrecordings.bandcamp.com/album/phase-portrait
Florentino,Bonus Track,Club Romantico,https://flor3ntino.bandcamp.com/album/contrabando-vol-3
cktrl,safe,Touching Bass,https://cktrl.bandcamp.com/album/zero
Angel Ho,Wolves II,Self-released,https://angel-ho.bandcamp.com/album/queen-of-queens-ep
The Durutti Column,Grace,Les Disques du Crépuscule,https://lesdisquesducrepuscule.bandcamp.com/album/fidelity
Platinum 45,Oi! (Henzo's Chuggling Relick),Self-released,https://henzo.bandcamp.com/album/lockdown-edits-vol-2
Rosie Lowe & Duval Timothy,Gonna Be,Carrying Colour Records,https://duvaltimothy.bandcamp.com/album/son
Mica Levi & Joanne Robertson,Pull,MUSIC,https://8948989889980.bandcamp.com/album/music
