artist_name,track_name,label,url
Rat Heart Ensemble,THIS THEN WERE THRU!,Shotta Tapes,https://shottatapes.bandcamp.com/album/rat-heart-ensemble-northern-luv-songs-4-wen-ur-lifes-a-mess
De Leon,A3,Mana Records,https://manarecs.bandcamp.com/album/de-leon-2
Civilistjävel!,A2,FELT,https://boomkat.com/products/jarnnatter
Mr. G, Floppy, CHILDHOOD,https://childhood.bandcamp.com/album/ch006lp-mr-g-pearls-dont-lay-on-the-shore
Sassy 009,Mystery Boy (Vegyn Remix), Luft Recordings, https://sassy009.bandcamp.com/album/mystery-boy-vegyn-remix
Shizuka,Crystal Wings,Black Editions,https://shizukatokyo.bandcamp.com/album/heavenly-persona
JOANNE ROBERTSON,Bay,AD 93,https://boomkat.com/products/blue-car
Stone,Root Loop, 3XL,https://bblisss.bandcamp.com/album/earth-ff
Azurite,Aspirin,self-released,https://azrt.bandcamp.com/album/music-is-the-best-medicine
Com Truise, 4 Morant (Better Luck Next Time), Ghostly International,https://boomkat.com/products/brokendate-3e0dcc8a-eb4d-4e30-b422-d44f3cd694f0 
Sockethead,Coarse Ground, YOUTH,https://theyouthlabel.bandcamp.com/album/sports-3
DJ Prime Cuts,Storm,The Trilogy Tapes,https://thetrilogytapes.bandcamp.com/album/chartist-ep
baby___asl,Wings,AP Life,https://aplife.bandcamp.com/album/snakeskin-008
Kabeaushé,Potassium,Hakuna Kulala,https://boomkat.com/products/the-coming-of-gaze
Shygirl,Honey,Because Music,https://0800shygirl.bandcamp.com/album/nymph
CiM, Relaxing at Home (Original Mix), Delsin Records,https://cimdelsin.bandcamp.com/album/warm-data
Ryuichi Sakamoto,Kachakucha nee,Plexus,https://boomkat.com/products/hidari-ude-no-yume-left-handed-dream
Stella Z,6 Leaves Elephant,Third Place,https://thirdplacerecords.bandcamp.com/track/6-leaves-elephant
Rezzett,Vivz Portal,The Trilogy Tapes, https://rezzett.bandcamp.com/track/vivz-portal
The Drift Institute,Welcome To The Drift Institute,Pensaments Sònics,https://pensamentssonics.bandcamp.com/album/damages-and-their-slices
JAMES HOLDEN,Four Ways Down The Valley,Border Community,https://boomkat.com/products/imagine-this-is-a-high-dimensional-space-of-all-possibilities
Pepe, Act I.Soliance,Laspus,https://boomkat.com/products/reclaim-e06190e6-3fec-4fa6-879d-725017945052
VHS Head,Paradise Drive,Skam Records,https://bleep.com/release/370107-vhs-head-phocus
µ-Ziq,Pillowy,Planet Mu, https://mikeparadinas.bandcamp.com/album/1977
Honour,(Hot) The Stroke (Bass Mix), All The Rest Have Diedm Z
Tornado Wallace,Healing Feeling,Running Back,https://tornadowallace.bandcamp.com/album/lonely-planet
Omar S & Alister Fawnwoda - I LOVE YOUR GIRLFRIEND, FXHE Records,https://boomkat.com/products/pain-29585b0b-4b00-4b11-bdbd-e81c1acbfe06
OMODAKA,Plum Song,WRWTFWW Records,https://boomkat.com/products/zentsuu-collected-works-2001-2019
Operating Theatre,Spring Is Coming (Morgan Buckley's MIDI-Suite Remix)
Jessy Lanza,Don't Leave Me Now,Hyperdub,https://boomkat.com/products/don-t-leave-me-now-f1004c74-1a28-49f1-92e7-00729bfcebda
Novelist,All I Know, self-released, https://soundcloud.com/novelist/novelist-all-i-know
Hypho, Abstrakt Sonance - Take It Or Leave It VIP (ft. Rakjay),Infernal Sounds,https://infernalsounds.bandcamp.com/album/infernal-sounds-presents-ifsdigiv002-va
Nomine,Traveler’s Cloak,Nomine Sound,https://nomine.bandcamp.com/track/travelers-cloak
Karma,Off & On Again (Original Mix),SYSTEM MUSIC,https://systemmusic.bandcamp.com/track/karma-off-on-again
Kwengface,Freedom,self-released,https://kwengface.tmstor.es/?lf=3e49e01b00292ac243de7e514822baf5&utm_source=Social%28Other%29&utm_campaign=Kwengface20230118&utm_medium=referral&utm_referrer=https%3A%2F%2Fwww.google.com%2F&utm_board=virginmusic-uk&utm_country=GB&utm_linkurl=Kwngface.lnk.to%2FTheMemoir
GRANDMIXXER,Go,self-released,https://grandmixxer.bandcamp.com/track/go
Sockethead,The Ecstatic,Orila,https://boomkat.com/products/yas-639315a9-9ea9-463f-b470-5b883508b9f9
Jah Shaka, 10, Channel 5, https://channel5.bandcamp.com/album/jah-shaka-answers
