artist,track_name,label,url
The Parallel,Glide,Boomstraat 1818,https://boomstraat1818.bandcamp.com/album/immersed
Hermit In A Rave Cave,Secret Magic Of Italo,Clone,https://legowelt.bandcamp.com/album/hermit-in-a-rave-cave-pt-3
Gari Romalis,Scatter Dance,GRE,https://greproductionsllc.bandcamp.com/album/detroit-sync
Dorisburg,Andakt,Aniara Recordings,https://aniararecordings.bandcamp.com/album/aniara33-andakt
Ikonika,Beach Mode (Keep It Simple) (Dub),Hyperdub,https://ikonika.bandcamp.com/album/beach-mode-keep-it-simple
Petre Inspirescu,Dezlegat La Capat,a:rpia:r,https://www.discogs.com/release/2052053-Petre-Inspirescu-Intr-o-Seara-Organica
Mr. G,Laid up and Vex lol,Bass Culture,https://bassculture.bandcamp.com/album/french-connection-e-p
Felipe Gordon,Keep Doing What You Love,Phonogramme,https://felipegordon.bandcamp.com/album/phasing-the-shit-ep
LOS HERMANOS,Son Dos,Los Hermanos,https://loshermanosdetroit.bandcamp.com/album/on-another-level
Delroy Edwards,Love Goes On & On,L.I.E.S,https://liesrecords.bandcamp.com/album/4-club-use-only
Blauert,Ambivalence,200,https://blauert.bandcamp.com/album/selective-attention-ep
Lina Filipovich,Wave,CPU,https://centralprocessingunit.bandcamp.com/album/idealized
Pearson Sound,Slingshot,Hessle Audio,https://pearsonsound.bandcamp.com/album/which-way-is-up
Sky H1,Dome,Dekmantel,https://dekmantel.bandcamp.com/album/dekmantel-ten-a-decade-of-dekmantel-festival
Kerchna,Absurd,DNO,https://dnorecords.bandcamp.com/album/dno017-kercha-absurd-ep
Session Restore & Bernhard Hudalla,262.0,Mojuba,https://mojubarecords.bandcamp.com/album/pathfinder-ep
Martyn,Vancouver (Rhyw's SKG Mix),3024,https://martyn.bandcamp.com/album/vancouver-verraco-rhyw-remixes
"Pinch, Neffa-T & Trim",Wha Happen (K-65 Remix),Tectonic,https://tectonicrecordings.bandcamp.com/album/wha-happen
La Amarula,Bubbles Original Trip,Self-released,https://laamarula.bandcamp.com/album/ep-aaal
SHLOMI ABER & KASHPITZKY,Immersive,Blueprint,https://blueprintrecords.bandcamp.com/album/sonic-underworld-ep
Bjarki,Genat 8 (Original Mix),Trip,https://check-out-bjarkidotbandcampdotcom.bandcamp.com/album/fresh-jive
CCL,Plot Twist,!K7,https://cclurl.bandcamp.com/album/plot-twist
WAX,90009B,WAX,https://wax10001.bandcamp.com/album/wax90009
GiGi FM,Gabriella,Sea~rène,https://gigifm.bandcamp.com/album/movimiento
bergsonist,Gaza Border Violence,Optimo Music,https://bergsonist.bandcamp.com/album/middle-ouest
Head High,Chamber No.6,Power House,https://headhighrave.bandcamp.com/album/break-away
The Greys,Nothing Hurts,Self-released,https://thegreysuk.bandcamp.com/album/nothing-hurts
Vince Grave,Grey Skies,Macabre Unit,https://bleep.com/release/455722-vince-grave-control?lang=en_GB
Mars89,Still Dreaming,Sneaker Social Club,https://mars89.bandcamp.com/album/no-control
Rrose & Polygonia,Stretcher,eaux,https://rrose.bandcamp.com/album/dermatology
