artist_name,track_name,label,url
Client_03,Love And Or Hate Trigger,Astrophonica,https://client03.bandcamp.com/album/user-viewport
8ULENTINA,patch of sunlight,CLUB CHAI,https://clubchai.bandcamp.com/album/club-chai-vol-2
Max Watts,Anger Start (Max Watts Remix),Sorry Records,https://drummy.bandcamp.com/album/sr39-drummy-anger-start-ep-w-max-watts-remix
Octo Octa,Find Your Way Home,T4T LUV NRG,https://octoocta.bandcamp.com/album/shes-calling-ep
Koreless,Never Come Back (Koreless Remix),City Slang,https://caribouband.bandcamp.com/album/suddenly-remixes
Sockethead,West,YOUTH,https://theyouthlabel.bandcamp.com/album/sports-2-various-artists-yocd6
Kareem Ali,Getting Through,Self-released,https://kareemali19.bandcamp.com/album/getting-through
TYSON,Tuesday,LMP Recordings,https://tyson.bandcamp.com/track/tuesday
Overmono,,,
LSDXOXO,Mutant Exotic,XL,https://lsdxoxo.bandcamp.com/album/dedicated-2-disrespect-ep
DJ DEEON,Herbal Grinder,Teklife,https://djdeeon1.bandcamp.com/album/destiny
Shanique Marie,Give Thanks (Smooth Take) Feat. Swing Ting,Equiknoxx Music,https://shaniquemarie.bandcamp.com/album/gigis-house
�Dream_E,Love Mixxed�,The Burrell Connection,https://theburrellconnection.bandcamp.com/album/crushed-ep
Arif Cooper,Good Vybe,Chrome,https://felixhall.bandcamp.com/album/ch001-now-thing-2
SHE Spells Doom,Earthly Pleasures,All Centre,https://allcentre.bandcamp.com/album/rudnick
5AM,Losing My MInd,Thinner Groove,https://thinnergroove.bandcamp.com/album/pre-zz
___ Park Hye Jin,Let�s Sing Let�s Dance,PC Music,https://parkhyejin.bandcamp.com/album/before-i-die
Hiro Kone,Reciprocal capture (ft. Speaker Music),Dais,https://hirokone.bandcamp.com/album/silvercoat-the-throng
,,,
MMM (Errorsmith & Fiedel),The Interview,MMM,https://mmmberlin.bandcamp.com/album/on-the-edge
Councils of the Future,Ubervert,Self-released,https://councilsofthefuture.bandcamp.com/album/ubervert
Chrisman,Mukwano Gwange,HAKUNA KULALA,https://hakunakulala.bandcamp.com/album/ku-mwezi
K-LONE,Zissou,Wisdom Teeth,https://k-lone.bandcamp.com/album/zissou
Agi Jo,Oira Wa Kanashii Uiikendo Hippy (I am a sad weekend hippy),Japan Blues,https://japanblues.bandcamp.com/album/agi-jo-ikiteru-dake-no-koto-nanda-hardly-living
De Schuurman,Domina,Nyege Nyege Tapes,https://nyegenyegetapes.bandcamp.com/album/bubbling-inside
Batu,Go Deeper,Timedance,https://batutimedance.bandcamp.com/album/i-own-your-energy
Eris Drew,Show U Love,T4T LUV NRG,https://erisdrew.bandcamp.com/album/quivering-in-time
OSSX,Split Wig,Allergy Season,https://ossx.bandcamp.com/album/split-wig
Mosca,Bax (Bmore Version Ft Big Ria),RENT,https://rent.bandcamp.com/track/bax-bmore-version-ft-big-ria
DD 2,Scattered Blue,The Final Experiment,https://nowtmusicberlin.bandcamp.com/track/infinite
Overmono,Pieces of 8,XL Recordings,https://overmono.bandcamp.com/album/pieces-of-8-echo-rush
