artist,track_name,label,url
Voice Actor & Squu,Hle,STROOM,https://stroomtv.bandcamp.com/album/lust-1
Holy Tongue,Ambulance Dub,Trule,https://trule.bandcamp.com/album/ambulance
Shaun Reeves,Playground,Infolines,https://infolinesmusic.bandcamp.com/album/info006-the-works
Hyas,Level,Artisjok,https://artisjokrecords.bandcamp.com/album/footnotes-player-2
Shinichi Atobe,Ongaku 1,DDS,https://dds-label.bandcamp.com/album/ongaku-1
K-HAND,Untitled,Acacia,https://acaciaus.bandcamp.com/album/project-5-ep
Steve Oh Traxxx,Small World,Self-released,https://steveohtraxxx.bandcamp.com/
Gari Romalis,Detroit V.I.P,Phonogramme,https://greproductionsllc.bandcamp.com/album/detroit-sync-ep
DHS,Telephone Sounds,Holofonic,https://dimensionalholofonicsound.bandcamp.com/album/mind-control-ep
Underground Resistance,Hardlife (Aaron Carl Remix),Underground Resistance,https://www.discogs.com/release/8825-UR-Hardlife
Rick Wade,Bmore Banger,Eat More House,https://dbh-music.bandcamp.com/track/bmore-banger
ORLANDO VOORN,Tech IQ,Kompakt,https://orlandovoorn2.bandcamp.com/album/no-cellphones-ep
James Massiah & Lord Tusk,Open Up (Version),Accidental Meetings,https://accidentalmeetings.bandcamp.com/album/open-up
Head High,Agatha (Original Mix),Power House,https://headhighrave.bandcamp.com/album/2nd-hand-bassline-2
Nikolajev,Lego Dub,Sad Fun,https://sadfun.bandcamp.com/album/nikolajev-lego-dub-tongue-double
Shokh,Tonka,Omnidisc,https://shokh.bandcamp.com/album/pur-omd036
Evan Baggs,With Awareness,Timeless,https://www.discogs.com/release/12160029-Evan-Baggs-Untitled
E.R.P.,Luctu,Frustrated Funk,https://frustratedfunk.bandcamp.com/album/pith
coffintexts,Todo Mi Cuerpo,clasico,https://onlycoffintexts.bandcamp.com/album/todo-mi-cuerpo-88-st
Los Hermanos Detroit,Tescat,Los Hermanos,https://loshermanosdetroit.bandcamp.com/album/on-another-level
Rhythm & Sound w/ Ras Donovan & Ras Perez,Let We Go (Villalobos Remix),Burial Mix,https://www.discogs.com/release/615698-Rhythm-Sound-See-Mi-Yah-Remixes-1
Ploy,Vortex (Busy Mix),Deaf Test,https://ployuk.bandcamp.com/album/they-dont-love-it-like-we-do
Peder Mannerfelt,Scouse,Fever AM,https://feveram.bandcamp.com/album/its-elastic
Doctor Jeep,Mecha,Tra Tra Traxx,https://doctorjeep.bandcamp.com/album/mecha
Nick León,Xtasis,Tra Tra Traxx,https://nicknoexit.bandcamp.com/album/xtasis
Champion & Four Tet,Flip Side,Text,https://www.discogs.com/release/8041086-Champion-Four-Tet-Flip-Side-Disparate
MURK1,DESIRE,French Tabloid,https://frenchtabloid.bandcamp.com/album/desire-herbie
Caged Element,Static Continuum,Self-released,https://cagedelement.bandcamp.com/album/trilateral
Maurizio,M6,Maurizio,https://www.discogs.com/release/714-Maurizio-M6
Everyday People,Same Ole Feelin' (Deep Deep Cover Mix),Nice 'N' Ripe,https://jeremysylvester.bandcamp.com/album/jeremy-sylvester-vintage-collection-nice-n-ripe
